ORF,Chr,ORF_Start,ORF_End,Strand,TSS,TTS,TranscriptLength,TranscriptQualifier,TranscriptCenter,PromoterLength,PromoterQualifier,PromoterCenter,NDR3pLength,NDR3pQualifier,NDR3pCenter,Plus1,Minus1,RelativePlus1,RelativeMinus1,NDRcenter,NDRwidth
YBR041W,chrII,318266,320275,1,318213,320417,2205,Verified,319315,348,tandem,318039,-72,convergent,320381,318267,317984,54,-229,318126,136
YBR042C,chrII,321609,320416,-1,321654,320346,1309,Verified,321000,116,tandem,321712,2132,convergent,319280,321607,321850,47,-196,321729,96
YBR043C,chrII,323945,321876,-1,324094,321771,2324,Verified,322933,173,tandem,324181,116,tandem,321713,324038,324335,56,-241,324187,150
YBR044C,chrII,326059,324341,-1,326142,324268,1875,Verified,325205,1884,tandem,327084,173,tandem,324181,326077,326358,65,-216,326218,134
YBR045C,chrII,330092,328173,-1,330092,328027,2066,Verified,329060,155,tandem,330170,1884,tandem,327085,330208,330510,-116,-418,330359,155
YBR046C,chrII,331511,330507,-1,331542,330248,1295,Verified,330895,237,divergent,331661,155,tandem,330170,331515,331789,27,-247,331652,127
YBR048W,chrII,332831,333812,1,332813,334020,1208,Verified,333417,351,tandem,332637,120,convergent,334080,332845,332386,32,-427,332616,312
YBR049C,chrII,336818,334386,-1,336941,334141,2801,Verified,335541,241,tandem,337062,1327,convergent,333477,336849,337256,92,-315,337053,260
YBR050C,chrII,338199,337183,-1,338376,337183,1194,Verified,337780,286,tandem,338519,241,tandem,337062,338407,338681,-31,-305,338544,127
YBR052C,chrII,339352,338720,-1,339416,338663,754,Verified,339040,124,tandem,339478,286,tandem,338520,339374,339646,42,-230,339510,125
YBR054W,chrII,343101,344135,1,342787,344360,1574,Verified,343574,2023,divergent,341775,148,convergent,344434,342549,342267,-238,-520,342408,135
YBR055C,chrII,347301,344602,-1,347325,344509,2817,Verified,345917,428,divergent,347539,1721,convergent,343648,347452,347850,-127,-525,347651,251
YBR057C,chrII,353293,352193,-1,353383,352089,1295,Verified,352736,132,tandem,353449,4334,convergent,349922,353351,353792,32,-409,353572,294
YBR058C,chrII,356017,353672,-1,356041,353516,2526,Verified,354779,111,tandem,356097,132,tandem,353450,355999,356248,42,-207,356124,102
YBR058C-A,chrII,356566,356324,-1,356625,356153,473,Verified,356389,136,tandem,356693,111,tandem,356097,356571,356865,54,-240,356718,147
YBR059C,chrII,360187,356861,-1,360298,356762,3537,Verified,358530,310,tandem,360453,136,tandem,356694,360275,360665,23,-367,360470,243
YBR060C,chrII,362514,360652,-1,362632,360609,2024,Verified,361621,2001,tandem,363633,310,tandem,360454,362579,362881,53,-249,362730,155
YBR061C,chrII,365719,364787,-1,365726,364634,1093,Verified,365180,151,tandem,365802,2001,tandem,363633,365698,365927,28,-201,365813,82
YBR065C,chrII,369678,368584,-1,369750,368276,1475,Verified,369013,197,tandem,369849,91,tandem,368230,369685,370010,65,-260,369848,178
YBR066C,chrII,370699,370037,-1,370751,369948,804,Verified,370350,1232,tandem,371367,197,tandem,369849,370927,371402,-176,-651,371165,328
YBR067C,chrII,372735,372103,-1,372786,371984,803,Verified,372385,855,tandem,373214,1232,tandem,371368,NaN,NaN,NaN,NaN,NaN,NaN
YBR068C,chrII,375690,373861,-1,375729,373642,2088,Verified,374686,699,tandem,376079,855,tandem,373214,375834,376445,-105,-716,376140,464
YBR069C,chrII,378433,376574,-1,378538,376429,2110,Verified,377484,639,tandem,378858,699,tandem,376079,378502,379140,36,-602,378821,491
YBR070C,chrII,379934,379221,-1,379987,379178,810,Verified,379583,351,divergent,380163,639,tandem,378858,379937,380253,50,-266,380095,169
YBR072W,chrII,382030,382674,1,381956,382840,885,Verified,382398,634,tandem,381639,-72,convergent,382804,381877,381669,-79,-287,381773,61
YBR073W,chrII,383112,385988,1,383154,386050,2897,Verified,384602,132,divergent,383088,230,tandem,386165,383171,382894,17,-260,383033,130
YBR076W,chrII,390227,391291,1,390227,391291,1065,Verified,390759,895,tandem,389779,285,convergent,391434,390142,389884,-85,-343,390013,111
YBR077C,chrII,392293,391805,-1,392352,391577,776,Verified,391965,594,divergent,392649,1349,convergent,390902,392279,392823,73,-471,392551,397
YBR078W,chrII,393123,394742,1,392947,394894,1948,Verified,393921,594,divergent,392650,399,convergent,395094,392840,392282,-107,-665,392561,411
YBR079C,chrII,398277,395383,-1,398302,395294,3009,Verified,396798,161,tandem,398383,2346,convergent,394121,398260,398565,42,-263,398413,158
YBR080C,chrII,400890,398614,-1,400916,398464,2453,Verified,399690,188,tandem,401010,161,tandem,398383,400869,401195,47,-279,401032,179
YBR081C,chrII,405251,401253,-1,405397,401105,4293,Verified,403251,1063,tandem,405929,188,tandem,401011,405350,405599,47,-202,405475,102
YBR082C,chrII,407169,406628,-1,407234,406461,774,Verified,406848,1887,divergent,408178,1063,tandem,405929,407179,407615,55,-381,407397,289
YBR083W,chrII,409169,410629,1,409122,410704,1583,Verified,409913,1887,divergent,408178,335,tandem,410872,409118,408890,-4,-232,409004,81
YBR084W,chrII,411054,413981,1,411040,414073,3034,Verified,412557,335,tandem,410872,-5,convergent,414070,411055,410719,15,-321,410887,189
YBR084C-A,chrII,415261,414186,-1,415311,414069,1243,Verified,414690,607,divergent,415615,3028,convergent,412555,415284,415921,27,-610,415603,490
YBR085W,chrII,415983,416906,1,415919,417077,1159,Verified,416498,607,divergent,415615,1470,convergent,417812,415921,415284,2,-635,415603,490
YBR086C,chrII,423041,420201,-1,423344,420078,3267,Verified,421711,409,divergent,423549,884,tandem,419636,423293,423582,51,-238,423438,142
YBR087W,chrII,423765,424829,1,423754,424889,1136,Verified,424322,409,divergent,423549,33,convergent,424906,423793,423582,39,-172,423688,64
YBR088C,chrII,425766,424990,-1,425806,424923,884,Verified,425365,208,tandem,425910,1168,convergent,424339,425817,426111,-11,-305,425964,147
YBR089C-A,chrII,426873,426190,-1,426873,426015,859,Verified,426444,-859,tandem,426443,208,tandem,425911,426812,427174,61,-301,426993,215
YBR091C,chrII,427484,427155,-1,427525,427061,465,Verified,427293,121,tandem,427586,2,tandem,427060,427480,427765,45,-240,427623,138
YBR092C,chrII,429101,427698,-1,429115,427647,1469,Verified,428381,376,tandem,429303,121,tandem,427586,429160,429625,-45,-510,429393,318
YBR093C,chrII,430951,429548,-1,430986,429492,1495,Verified,430239,983,divergent,431478,376,tandem,429304,431192,431420,-206,-434,431306,81
YBR094W,chrII,432036,434297,1,431970,434402,2433,Verified,433186,983,divergent,431478,-89,convergent,434357,432027,431760,57,-210,431894,120
YBR095C,chrII,435698,434406,-1,435738,434314,1425,Verified,435026,200,divergent,435838,2343,convergent,433142,435687,435987,51,-249,435837,153
YBR097W,chrII,436951,441315,1,436920,441394,4475,Verified,439157,138,tandem,436851,122,tandem,441455,436958,436714,38,-206,436836,97
YBR098W,chrII,441515,443590,1,441517,443745,2229,Verified,442631,122,tandem,441456,-3,convergent,443743,441540,441265,23,-252,441403,128
YBR101C,chrII,444693,443821,-1,444765,443743,1023,Verified,444254,190,tandem,444860,2225,convergent,442630,444688,445012,77,-247,444850,177
YBR102C,chrII,447323,445062,-1,447354,444956,2399,Verified,446155,194,divergent,447451,190,tandem,444861,447335,447589,19,-235,447462,107
YBR103W,chrII,447709,449316,1,447549,449364,1816,Verified,448457,194,divergent,447452,214,tandem,449471,447589,447335,40,-214,447462,107
YBR104W,chrII,449667,450656,1,449579,450740,1162,Verified,450160,214,tandem,449472,-20,convergent,450730,449585,449264,6,-315,449425,174
YBR105C,chrII,451969,450881,-1,451995,450721,1275,Verified,451358,629,divergent,452310,1141,convergent,450150,452077,452659,-82,-664,452368,435
YBR106W,chrII,452658,453224,1,452625,453364,740,Verified,452995,629,divergent,452310,428,convergent,453578,452659,452077,34,-548,452368,435
YBR107C,chrII,454530,453793,-1,454551,453793,759,Verified,454172,255,divergent,454679,1167,convergent,453209,454546,454826,5,-275,454686,133
YBR108W,chrII,454822,457665,1,454807,457852,3046,Verified,456330,255,divergent,454679,-129,convergent,457787,454826,454546,19,-261,454686,133
YBR109C,chrII,458362,457919,-1,458401,457724,678,Verified,458063,255,divergent,458529,2916,convergent,456266,458374,458637,27,-236,458506,116
YBR110W,chrII,458872,460221,1,458657,460318,1662,Verified,459488,255,divergent,458529,788,convergent,460712,458637,458374,-20,-283,458506,116
YBR111C,chrII,461873,461178,-1,461856,461107,750,Verified,461482,281,divergent,461997,2449,convergent,459882,461907,462151,-51,-295,462029,97
YBR111W-A,chrII,462139,462579,1,462138,462742,605,Verified,462440,281,divergent,461997,-101,convergent,462691,462151,461907,13,-231,462029,97
YBR112C,chrII,465770,462870,-1,465964,462642,3323,Verified,464303,1165,divergent,466547,503,convergent,462390,465905,466703,59,-739,466304,651
YBR114W,chrII,467248,469620,1,467130,469679,2550,Verified,468405,1165,divergent,466547,-69,convergent,469644,467219,466864,89,-266,467042,208
YBR115C,chrII,473926,469748,-1,474013,469611,4403,Verified,471812,221,tandem,474124,2480,convergent,468371,NaN,NaN,NaN,NaN,NaN,NaN
YBR117C,chrII,476437,474392,-1,476674,474235,2440,Verified,475455,974,divergent,477161,221,tandem,474124,476630,476888,44,-214,476759,111
YBR118W,chrII,477671,479047,1,477649,479137,1489,Verified,478393,974,divergent,477162,160,tandem,479217,477704,477477,55,-172,477591,80
YBR119W,chrII,479338,480323,1,479298,480467,1170,Verified,479883,160,tandem,479218,-93,convergent,480420,NaN,NaN,NaN,NaN,NaN,NaN
YBR120C,chrII,480923,480435,-1,481006,480375,632,Verified,480691,254,tandem,481133,1076,convergent,479837,480958,481240,48,-234,481099,135
YBR121C,chrII,483367,481364,-1,483444,481261,2184,Verified,482353,329,tandem,483609,254,tandem,481134,483432,483769,12,-325,483601,190
YBR122C,chrII,484503,483970,-1,484536,483774,763,Verified,484155,140,tandem,484606,329,tandem,483609,484491,484790,45,-254,484641,152
YBR123C,chrII,486691,484742,-1,486759,484677,2083,Verified,485718,301,tandem,486910,140,tandem,484607,486695,486980,64,-221,486838,138
YBR125C,chrII,488380,487199,-1,488559,487061,1499,Verified,487810,214,tandem,488666,301,tandem,486910,488523,488798,36,-239,488661,128
YBR126C,chrII,490392,488905,-1,490499,488774,1726,Verified,489637,603,tandem,490801,214,tandem,488667,490461,490866,38,-367,490664,258
YBR127C,chrII,492822,491269,-1,492886,491103,1784,Verified,491995,-89,tandem,492841,603,tandem,490801,492819,493135,67,-249,492977,169
YBR128C,chrII,494115,493081,-1,494147,492798,1350,Verified,493473,71,tandem,494183,-89,tandem,492843,494104,494342,43,-195,494223,91
YBR129C,chrII,495339,494353,-1,495374,494219,1156,Verified,494797,104,tandem,495426,71,tandem,494183,495330,495618,44,-244,495474,141
YBR130C,chrII,496869,495592,-1,496929,495479,1451,Verified,496204,189,divergent,497024,104,tandem,495427,496887,497164,42,-235,497026,130
YBR131W,chrII,497163,499277,1,497119,499352,2234,Verified,498236,189,divergent,497024,-1,convergent,499351,497164,496887,45,-232,497026,130
YBR132C,chrII,501442,499652,-1,501553,499352,2202,Verified,500453,109,tandem,501608,2232,convergent,498236,501570,501863,-17,-310,501717,146
YBR133C,chrII,504287,501804,-1,504400,501663,2738,Verified,503032,353,divergent,504577,109,tandem,501608,504385,504820,15,-420,504603,288
YBR135W,chrII,504854,505306,1,504754,505510,757,Verified,505132,353,divergent,504577,106,tandem,505563,504820,504385,66,-369,504603,288
YBR136W,chrII,505668,512774,1,505617,512970,7354,Verified,509294,106,tandem,505564,-19,tandem,512960,505691,505448,74,-169,505570,96
YBR137W,chrII,513044,513583,1,512952,513680,729,Verified,513316,-19,tandem,512962,-68,convergent,513646,512984,512715,32,-237,512850,122
YBR139W,chrII,515664,517190,1,515659,517223,1565,Verified,516441,253,divergent,515532,15,convergent,517231,515691,515368,32,-291,515530,176
YBR140C,chrII,526628,517350,-1,526628,517239,9390,Verified,521934,235,tandem,526746,1579,convergent,516449,526886,527166,-258,-538,527026,133
YBR142W,chrII,528317,530638,1,528270,530645,2376,Verified,529458,211,divergent,528164,89,convergent,530690,528299,528020,29,-250,528160,132
YBR143C,chrII,532182,530869,-1,532221,530735,1487,Verified,531478,1499,divergent,532971,2464,convergent,529503,532204,532517,17,-296,532361,166
YBR145W,chrII,533762,534817,1,533721,534918,1198,Verified,534320,1499,divergent,532971,278,tandem,535057,533657,533393,-64,-328,533525,117
YBR146W,chrII,535260,536096,1,535197,536318,1122,Verified,535758,278,tandem,535058,256,tandem,536446,535240,534959,43,-238,535100,134
YBR147W,chrII,536575,537465,1,536575,537494,920,Verified,537035,256,tandem,536447,194,tandem,537591,536466,536205,-109,-370,536336,114
YBR148W,chrII,537876,539705,1,537689,539787,2099,Verified,538738,194,tandem,537592,130,tandem,539852,537747,537476,58,-213,537612,124
YBR149W,chrII,539987,541021,1,539918,541118,1201,Verified,540518,130,tandem,539853,24,convergent,541130,539976,539696,58,-222,539836,133
YBR150C,chrII,544493,541209,-1,544524,541143,3382,Verified,542834,390,divergent,544719,1224,convergent,540531,544476,544916,48,-392,544696,293
YBR151W,chrII,545028,545978,1,544915,546108,1194,Verified,545512,390,divergent,544720,213,tandem,546215,544916,544476,1,-439,544696,293
YBR152W,chrII,546376,547251,1,546322,547251,930,Verified,546787,213,tandem,546215,158,tandem,547330,546375,546107,53,-215,546241,121
YBR153W,chrII,547460,548194,1,547410,548241,832,Verified,547826,158,tandem,547331,24,convergent,548253,547431,547180,21,-230,547306,104
YBR154C,chrII,549009,548362,-1,549100,548266,835,Verified,548683,625,divergent,549413,855,convergent,547838,549054,549352,46,-252,549203,151
YBR155W,chrII,549771,550928,1,549726,551018,1293,Verified,550372,625,divergent,549413,-92,convergent,550972,549764,549500,38,-226,549632,117
YBR156C,chrII,553200,551104,-1,553237,550927,2311,Verified,552082,180,tandem,553327,1200,convergent,550327,553193,553464,44,-227,553329,124
YBR157C,chrII,554310,553543,-1,554382,553418,965,Verified,553900,1903,divergent,555334,180,tandem,553328,NaN,NaN,NaN,NaN,NaN,NaN
YBR158W,chrII,556549,558198,1,556286,558348,2063,Verified,557317,1903,divergent,555334,311,tandem,558504,556234,555565,-52,-721,555900,522
YBR159W,chrII,558685,559728,1,558660,559815,1156,Verified,559238,311,tandem,558504,131,tandem,559881,558700,558428,40,-232,558564,125
YBR160W,chrII,560078,560974,1,559947,561068,1122,Verified,560508,131,tandem,559881,338,tandem,561237,560021,559750,74,-197,559886,124
YBR161W,chrII,561634,562764,1,561407,563028,1622,Verified,562218,338,tandem,561238,-130,convergent,562963,561378,560980,-29,-427,561179,251
YBR162C,chrII,564570,563203,-1,564808,562899,1910,Verified,563854,387,divergent,565002,1491,convergent,562153,564666,564875,142,-67,564771,62
YBR162W-A,chrII,565231,565428,1,565196,565526,331,Verified,565361,387,divergent,565002,112,tandem,565582,565270,564875,74,-321,565073,248
YBR163W,chrII,565723,567480,1,565639,567536,1898,Verified,566588,112,tandem,565583,236,convergent,567654,565663,565413,24,-226,565538,103
YBR164C,chrII,568426,567875,-1,568545,567773,773,Verified,568159,214,divergent,568652,2133,convergent,566706,568505,568794,40,-249,568650,142
YBR165W,chrII,568852,569685,1,568760,569731,972,Verified,569246,214,divergent,568653,21,convergent,569742,568794,568505,34,-255,568650,142
YBR166C,chrII,571200,569842,-1,571252,569753,1500,Verified,570503,147,tandem,571326,992,convergent,569257,571196,571434,56,-182,571315,91
YBR167C,chrII,571890,571468,-1,571926,571400,527,Verified,571663,317,divergent,572085,147,tandem,571326,571889,572086,37,-160,571988,50
YBR168W,chrII,572371,573612,1,572244,573780,1537,Verified,573012,317,divergent,572085,-42,convergent,573759,572280,572077,36,-167,572179,56
YBR169C,chrII,575996,573915,-1,575996,573739,2258,Verified,574868,217,tandem,576105,1494,convergent,572992,576069,576385,-73,-389,576227,169
YBR170C,chrII,578086,576344,-1,578159,576214,1946,Verified,577187,178,divergent,578248,217,tandem,576105,578087,578379,72,-220,578233,145
YBR171W,chrII,578364,578984,1,578338,579065,728,Verified,578702,178,divergent,578249,-54,convergent,579038,578379,578087,41,-251,578233,145
YBR172C,chrII,581372,579150,-1,581483,579012,2472,Verified,580248,98,tandem,581532,673,convergent,578675,581428,581719,55,-236,581574,144
YBR173C,chrII,582172,581726,-1,582200,581582,619,Verified,581891,194,divergent,582297,98,tandem,581533,582161,582427,39,-227,582294,119
YBR175W,chrII,582408,583355,1,582395,583458,1064,Verified,582927,194,divergent,582298,127,tandem,583522,582427,582161,32,-234,582294,119
YBR176W,chrII,583720,584658,1,583586,584803,1218,Verified,584195,127,tandem,583522,-120,convergent,584743,583655,583399,69,-187,583527,109
YBR177C,chrII,586162,584807,-1,586193,584684,1510,Verified,585439,297,tandem,586342,1097,convergent,584135,586174,586584,19,-391,586379,263
YBR179C,chrII,589114,586547,-1,589179,586491,2689,Verified,587835,561,divergent,589460,297,tandem,586342,589145,589461,34,-282,589303,169
YBR180W,chrII,589741,591459,1,589741,591459,1719,Verified,590600,561,divergent,589460,170,convergent,591544,589705,589461,-36,-280,589583,97
YBR181C,chrII,592774,591712,-1,592827,591630,1198,Verified,592229,372,tandem,593013,1888,convergent,590686,592772,593242,55,-415,593007,323
YBR182C,chrII,594864,593506,-1,595027,593200,1828,Verified,594114,333,tandem,595194,372,tandem,593014,595027,595332,-0,-305,595180,158
YBR183W,chrII,596115,597065,1,595906,597128,1223,Verified,596517,350,divergent,595731,234,tandem,597245,596057,595518,151,-388,595788,392
YBR185C,chrII,599959,599123,-1,599978,599004,975,Verified,599491,574,divergent,600265,1640,convergent,598184,599941,600200,37,-222,600071,112
YBR186W,chrII,600553,602360,1,600553,602360,1808,Verified,601457,574,divergent,600266,189,tandem,602455,600567,600361,14,-192,600464,59
YBR188C,chrII,604107,603685,-1,604182,603530,653,Verified,603856,287,divergent,604326,979,convergent,603040,604127,604521,55,-339,604324,247
YBR189W,chrII,604508,605508,1,604470,605578,1109,Verified,605024,287,divergent,604326,641,tandem,605899,604521,604127,51,-343,604324,247
YBR191W,chrII,606270,607140,1,606220,607242,1023,Verified,606731,641,tandem,605899,259,tandem,607372,606287,605791,67,-429,606039,349
YBR192W,chrII,607652,608785,1,607502,609055,1554,Verified,608279,259,tandem,607372,-209,convergent,608950,607522,607315,20,-187,607419,60
YBR193C,chrII,609753,609082,-1,609813,608847,967,Verified,609330,155,divergent,609891,1344,convergent,608175,609732,609961,81,-148,609847,82
